1116,"This should read:

This survey tests the local metadata performance using the echo_client to drive the MDD layer to perform operations.  It is run with multiple threads (to simulate MDT service threads) locally on the MDS node, and does not need Lustre clients in order to run.",0
1117,(style) this should indent less so that it fits under 80 columns,0
1118,(style)  Macros with complex values should be enclosed in parenthesis,0
1119,(style)  code indent should use tabs where possible,0
1120,(style)  code indent should use tabs where possible,0
1121,"(style)  simple_strtoul is obsolete, use kstrtoul instead",0
1122,(style)  code indent should use tabs where possible,0
1123,don't confuse algorithm with implementation. env is not supposed to be used this way as it's touched from different places. it was said many times that using env to pass data between different codepaths is a bad idea.,-1
1124,(style)  code indent should use tabs where possible,0
1125,(style)  code indent should use tabs where possible,0
1126,"yes, I know see you have fixed almost all places. thanks.",1
1127,"Now we have a copy of fiemap and a pointer fiemap. Which one is the ""right"" one?",0
1128,"Sorry, I don't understand why all of these arguments are ""const""?  Surely ""env"" is being modified by the callers, so it cannot be considered a constant?",0
1129,"I don`t think that this could really happened. Because ptlrpc has single thread for rq_set, that means only one ptlrpc_check_set() could happened for a request. And ptl_send_rpc could not race with after_reply.",-1
1130,warn: lnet_ping():check that 'tmpid' doesn't leak information (struct has a hole after 'pid'),0
1131,"should another patchset be pushed, please change the leading blanks to tabs",0
1132,"Trying to swap the layout when obj1 == obj2 should just ""return 0"" (i.e. be no-op).  There should also be a check that the two objects have the same uid and gid, and that the UID doing the swap is either owner or has mdd_capable(uc, CAP_FOWNER) since this would ensure the process isn't trying to steal data (i.e. the process doing this could read and overwrite the data if it wanted).",0
1133,(improvement) It should be possible to test this with only 2 OSTs.  With a two-stripe file it would be missing stripe index 0.,0
1134,this will cause the MKFSOPT to skip --mkfsoptions string if MKFSOPT is empty and MDSJOURNAL_SIZE=xxx,0
1135,"(style)  code indent should use tabs where possible
(style)  space prohibited between function name and open parenthesis '('",0
1136,"It would be useful to make this ""10"" and the above ""0x3ff"" #defined constants in a header, so that it is clear where there are hard-coded constants in the recovery code.  Otherwise, it would be difficult in the future to figure out why recovery is always taking 10-20s even when there is only a single client without doing a detailed analysis of the code.

 #define IR_TIMEOUT_MIN_SECONDS 10
 #define IR_TIMEOUT_RAND_CENTISEC 0x3ff

I'm a bit concerned about making this too long, since it means there may be e.g. 5s of idle time on the server when it could have been processing 5000 reconnections/second, instead of all the clients and server sitting idle.",0
1137,"(style) could just use

        c->flags.admin = !!admin_flag;

to convert it to a boolean value",0
1138,we can actually allocate a 4K buffer which would be bigger enough to store the message.,0
1139,Presumably this is easily implemented for the object iterator virtual index?,0
1140,I've started LU-2757 for that and have patches done. I placed it under lustre/dynlocks but it'd be easy enough to move anywhere else.,0
1141,please explain what part of mdd_object_create() you need to reuse() (except mdo_create()),-1
1142,"i'm very concerned that this is done at non-obvious place. it will be hard to observe that RPCs are found ""replied"" late in our context. we don't have any tests for this. if something is changed, then when we'll notice?",-1
1143,"Comment is inaccurate (the code assumes stripe offset is set).

 /* Make sure stripe offset is in OST list. */",-1
1144,I don't know that this will actually do what you want.,-1
1145,I don't get it. How are those unused locks got rid of?,-1
1146,"I remember seeing error like ""Lproc: Attempting to register osc more than once"" when trying to mount lustre file system on server node. Looks like we have this logic to avoid re-creating osc proc entry in osp_mod_init but its counterpart is missing in osc_setup(). So if we have osp loaded before osc, we get the failure inserting osc module.

The error now gets hidden with this patch because lprocfs_seq_register() only warns about it and creates duplicated entry in parent's subdir link. Then subsequent lookup only finds the newly created entry and it can cause random failures.",0
1147,(style)  code indent should use tabs where possible,0
1148,(style)  code indent should use tabs where possible,0
1149,Release after main inode is what patchset 2 has done I think.,0
1150,"this should be called with client list lock held, instead of osc lock.",0
